monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
LTL520,Secchi depth,2014,1.1,4
CZPVL_1088,Chlorophyll a,2014,51.65833,12
ATPG20201192,Nitrite,2014,0.0066,1
EL04120401,Nitrite,2014,3.317345,1
SKS000965,Nitrate,2014,2.735,2
ATPG54100342,Nitrate,2014,31.8,2
ATKK40916012,Phosphate,2014,0.0023,1
FRGR04015300,BOD5,2014,1.233333,6
CZVP7303,Phosphate,2014,0.03457,2
BERWM093_7149015,Ammonium,2014,0.105,2
FRFR05225100,Dissolved organic carbon (DOC),2014,4.4,7
EL0816R000200053N100,Phosphate,2014,0.172223,2
CHRW-1912,Total phosphorus,2014,0.026833,12
SIP06302,Nitrite,2014,0.007,2
FISW_41,Secchi depth,2014,5.0,2
FRGR04146600,Total phosphorus,2014,0.137,6
FRBSS000RZYN,Total phosphorus,2014,0.012,5
FRHR03039000,Nitrate,2014,5.196026,48
CZPP0872,Phosphate,2014,0.019568,2
SIP38240,Phosphate,2014,0.01,2
FRDR06177980,Chlorophyll a,2014,1.125,4
LV361BAUA6_12224,Ammonium,2014,0.1,1
PL02S1201_1027,Total phosphorus,2014,0.092417,12
FRBSS000SHEX,Total phosphorus,2014,0.02,1
SKS003143,Nitrate,2014,1.0,2
CHRW-4070,Phosphate,2014,0.008,12
ESLEX036,Phosphate,2014,0.05,8
FRBSS001FXPW,Total organic carbon (TOC),2014,1.35,2
EL09060904,Nitrite,2014,0.536468,3
EL09110901,Nitrate,2014,35.26684,3
FRDR06045750,Phosphate,2014,0.019917,12
SKP000674,Nitrite,2014,0.01,4
FRGR04175100,Nitrite,2014,0.011502,9
FRFR05120010,Dissolved organic carbon (DOC),2014,2.605455,11
FRBSS002BMCR,Total organic carbon (TOC),2014,0.575,2
FRDR06468000,Phosphate,2014,0.0195,6
ES030ESPFTA57311002,Nitrate,2014,0.56474,4
FRDR06150795,Phosphate,2014,0.012667,6
SKS001094,Ammonium,2014,0.25,1
CZVP8313,Dissolved organic carbon (DOC),2014,5.035,2
FRDR06580766,BOD5,2014,0.916667,6
FRBSS002BQYX,Total phosphorus,2014,0.01,2
ATPG53100062,Nitrite,2014,0.002,2
IEMLWE_31_171_0020_OP,Total phosphorus,2014,0.01,3
FRGR04045900,Nitrate,2014,1.738692,24
CZVP7513,Dissolved organic carbon (DOC),2014,0.565,2
FRBSS000EPQL,Total organic carbon (TOC),2014,0.5,2
FRBSS001RKEH,Phosphate,2014,0.005,2
FRBSS000YHMS,Total organic carbon (TOC),2014,0.6175,4
FRBSS001WDRG,Ammonium,2014,0.01,1
ESCHC2061,Nitrate,2014,0.736421,1
CZPO3501,Ammonium,2014,0.05,2
LTGWM426_12641,Ammonium,2014,0.22,1
FRDR06113000,Nitrite,2014,0.014208,6
FRDR06580184,Phosphate,2014,0.01,6
FRBSS001AQRE,Nitrite,2014,0.038,5
ATKK53100442,Nitrate,2014,1.64,2
CZPLA_23,Dissolved organic carbon (DOC),2014,2.725,12
FRGR04065000,Dissolved organic carbon (DOC),2014,5.05,12
FRGR04124875,Ammonium,2014,0.02651,6
RSRW00001,Ammonium,2014,0.023277,12
LTR175,Nitrate,2014,0.788283,12
BG3G00PRQPHMP009,Ammonium,2014,0.03,4
ATPG53100662,Phosphate,2014,0.0065,2
NO026-41194,Ammonium,2014,0.023277,2
FRBSS000WQUR,Nitrite,2014,0.01,6
FRBSS001NLEZ,Nitrate,2014,71.5,2
BG1OS00715MS050,Phosphate,2014,0.07025,4
FRHR03254370,Phosphate,2014,0.045083,12
ES100ESPF140003000,Ammonium,2014,0.155183,4
ATPG41229012,Nitrite,2014,0.0095,2
FRGR04123800,Total phosphorus,2014,0.088917,12
CZPP0049,Nitrate,2014,11.2,2
SKS000321,Nitrite,2014,0.01,2
FRFR05090000,Nitrate,2014,2.009355,24
FRBSS001MGFD,Phosphate,2014,0.036,2
FRHR03175000,Nitrate,2014,4.585773,24
FRBSS001CQJZ,Nitrate,2014,26.611111,9
PL01S0202_2250,Ammonium,2014,0.06155,4
ES050ESPF30203,Phosphate,2014,0.527,1
FRBSS000XWRQ,Nitrate,2014,27.975,4
PL01S0701_1077,Nitrate,2014,1.328457,12
BERW_04313,BOD5,2014,1.4,13
PLGW600079_002,Ammonium,2014,0.155,2
FRBSS000TEDG,Ammonium,2014,0.05,4
FRBSS000RJGV,Phosphate,2014,0.003,1
ES020ESPF004300162,Phosphate,2014,0.619,2
PL02S1301_1204,BOD5,2014,2.18125,8
CZVP7026,Nitrite,2014,0.005,2
FRDR06175600,Ammonium,2014,0.014872,6
FRAR01104000,Dissolved organic carbon (DOC),2014,3.482917,24
ATKK72420032,Nitrite,2014,0.01,2
SE660500-152300,Total phosphorus,2014,0.00165,2
FRBSS001PWAR,Ammonium,2014,0.05,4
FRBSS002EQQM,Nitrate,2014,1.375,4
SKS006033,Nitrate,2014,25.825,4
FRGR04128490,BOD5,2014,2.05,12
ES030ESPFTA68408001,Ammonium,2014,0.176909,12
HR31055G,Ammonium,2014,0.02093,4
ATPG61520052,Ammonium,2014,0.013,3
FRCR02081000,Total phosphorus,2014,0.27,8
BERWM023_5917005,Total organic carbon (TOC),2014,0.9,2
CHRW-3006,Nitrite,2014,0.015274,12
ESCHC2395,Nitrite,2014,0.004871,1
IEMLWE_35_158_0060_OP,Secchi depth,2014,2.25,8
LV902A8_24551,Nitrite,2014,0.0022,1
PLGW2000135_004,Nitrate,2014,0.2075,2
FRHR03023000,BOD5,2014,1.783333,12
EL0718R000200061N050,Nitrite,2014,0.016315,3
PL01S0601_0994,Total organic carbon (TOC),2014,5.5375,8
ATPG41747022,Phosphate,2014,0.0054,2
PT07H04,Total phosphorus,2014,0.05,4
FRGR04196449,Ammonium,2014,0.052903,11
IESE_G_0146_3800_0004,Nitrate,2014,35.723667,3
FRDR06143650,Dissolved organic carbon (DOC),2014,0.4,6
PL01S0701_1147,BOD5,2014,3.454545,11
CZVB9803,Ammonium,2014,0.05,2
ATPG41606012,Nitrite,2014,0.005,3
FRFR05218700,Total phosphorus,2014,0.01,6
FRBSS002MQKV,Nitrate,2014,35.0,1
RO125312354050,Nitrite,2014,0.02,2
NL13_RO017,Chlorophyll a,2014,61.4,5
SKP002357,Nitrite,2014,0.01,4
FRDR06198100,Chlorophyll a,2014,1.0,4
ES010ESPFMS111FQ,Nitrate,2014,3.087321,3
LTL218,BOD5,2014,1.637929,4
FRBSS001PJNW,Ammonium,2014,0.05,4
RO035225545952,Nitrate,2014,7.77,2
FRBSS000JBHY,Nitrite,2014,0.01,5
IEMRRS36A021400,Ammonium,2014,0.032446,15
IEMRRS01M010100,Phosphate,2014,0.01,12
ES060ESPFMA00MD0162,BOD5,2014,47.0,1
ATPG70324052,Phosphate,2014,0.0049,2
PLGW6000142_006,Ammonium,2014,0.05,2
ES080ESPFES080-JU285,Nitrate,2014,1.12948,2
ATPG70335182,Ammonium,2014,0.01,2
ATPG32000242,Nitrite,2014,0.002,1
FRGR04029625,Nitrate,2014,1.306716,12
FRFR05148000,Nitrate,2014,1.015783,24
ATPG60412072,Nitrate,2014,12.266667,3
EL09040906,Nitrate,2014,320.50032,2
FRAR01140500,BOD5,2014,1.683333,12
EL01010110,Nitrate,2014,58.87644,2
PL01S1501_2178,BOD5,2014,1.583333,12
ES020ESPF004300271,Nitrite,2014,0.030446,1
FRBSS002CQYD,Nitrate,2014,1.0,4
RO125196654571,Ammonium,2014,0.083,2
PL01S0701_1219,Total organic carbon (TOC),2014,12.829167,12
FRDR06066000,Nitrate,2014,0.615675,12
LVV0270200,Total phosphorus,2014,0.04,11
FRFR05088130,Dissolved organic carbon (DOC),2014,1.016667,6
CZVO0054,Nitrite,2014,0.005,2
FRGR04072150,Chlorophyll a,2014,2.0,4
NL05_02_302,Total phosphorus,2014,0.141667,6
IEMLWE_32_490_0010_OP,Phosphate,2014,0.01,7
BEVL_VMM_216000,Nitrate,2014,6.89171,12
FRDR06150500,Dissolved organic carbon (DOC),2014,0.6,6
FRBSS002LKWB,Total organic carbon (TOC),2014,0.25,2
IESH_G_0225_2600_0007,Total phosphorus,2014,0.035,1
FRHR03013660,Ammonium,2014,0.021984,12
CZVP7225,Ammonium,2014,0.3935,2
ATPG20405092,Phosphate,2014,0.0021,1
LTL362,Ammonium,2014,0.017238,4
FRGR04010130,Chlorophyll a,2014,1.0,4
FRDR06143950,Nitrate,2014,0.351903,12
IEMRRS18F050030,Nitrite,2014,0.004,4
FRBSS002ATCT,Total phosphorus,2014,0.019667,3
FRBSS001USEV,Total organic carbon (TOC),2014,0.2,2
PL01S1101_1521,BOD5,2014,3.911111,9
DESM_BWU44,Nitrate,2014,3.738617,26
IEMRRS18A030200,Phosphate,2014,0.0225,4
RO035269245909,Nitrite,2014,0.01,1
BERW_04800,BOD5,2014,1.8,13
DESM_DEST_2110020_A,Ammonium,2014,0.023318,12
ATKK60201072,Nitrite,2014,0.002,1
FRBSS001SVSS,Ammonium,2014,0.05,2
EL0415R000200009H150,Phosphate,2014,0.095865,3
FIGW_52,Total organic carbon (TOC),2014,1.825,4
ATPG61306052,Phosphate,2014,0.14965,2
HR10017,Total organic carbon (TOC),2014,1.473333,12
ATTG60626112,Nitrate,2014,1.0,1
FISW_757,Phosphate,2014,0.002,6
FRBSS000SDUW,Phosphate,2014,0.003167,6
ATPG60717022,Phosphate,2014,0.0065,2
ATPG61201132,Ammonium,2014,1.1,1
PL01S1301_1677,Total phosphorus,2014,0.157625,8
DESM_DEBY_2125,Nitrate,2014,0.104816,10
SKS002794,Nitrite,2014,0.01,2
BG2G000000QMP008,Ammonium,2014,0.3875,4
RO045126745133,Nitrate,2014,0.177,1
ATKK71250012,Nitrate,2014,1.6312,2
FRBSS001XBGZ,Total phosphorus,2014,0.01,2
ES100ESPF060001000,Total organic carbon (TOC),2014,2.558,12
ES091R0573,Ammonium,2014,0.100869,1
LTR192,Nitrate,2014,3.589316,12
FRBSS000HHLT,Total phosphorus,2014,0.012,2
SKIDK233,Nitrite,2014,0.030701,12
FRFR05114000,Nitrate,2014,3.696817,24
PT365T470,Ammonium,2014,0.13,2
BEVL_VMM_253000,Phosphate,2014,0.113333,12
FRBSS001VEAV,Nitrate,2014,4.033333,3
FRCR02005700,Dissolved organic carbon (DOC),2014,1.691667,12
EL14511410,Ammonium,2014,0.025776,3
ES010ESPFMS677FQ,BOD5,2014,1.0,6
ATPG41609012,Ammonium,2014,0.0155,2
FRBSS000MMXR,Nitrate,2014,1.0,5
ES070ESPFETL1,Chlorophyll a,2014,1.942,35
FRFR05232350,Nitrate,2014,6.481843,12
ATPG31200162,Phosphate,2014,0.0766,1
CZVP0901,Ammonium,2014,0.3385,2
FRBSS001FDMJ,Total phosphorus,2014,0.075,3
ATPG30600022,Nitrite,2014,0.002,1
ES030ESPFTA68208002,BOD5,2014,2.0,4
PL02S0901_0974,Nitrate,2014,2.330117,8
RSRW00003,Total organic carbon (TOC),2014,4.258333,12
PT104NN2,Nitrite,2014,0.01,2
EESJA2366000,Ammonium,2014,0.07,4
ATPG31100332,Ammonium,2014,0.01,1
FRFR05011600,Phosphate,2014,0.056,6
BG1RL00001MS020,Phosphate,2014,0.17125,12
NL05_10_002,Secchi depth,2014,0.70625,8
NL36_OWM_016M,Phosphate,2014,0.08,6
IEMRRS12C030200,BOD5,2014,1.0,1
FRDR06018200,BOD5,2014,0.683333,6
ATKK60726062,Phosphate,2014,0.0473,1
LV007PIUA8_3,Nitrate,2014,0.4,1
RSGW00013,Total organic carbon (TOC),2014,4.0,1
PL02S0601_0931,BOD5,2014,5.257143,7
BEVL_VMM_221000,Ammonium,2014,0.554456,12
DESM_DEMV_250015,Nitrate,2014,0.008284,6
SKP000417,Nitrate,2014,8.06,4
FRDLY1435003,Nitrate,2014,0.20613,4
ES050ESPF10105,BOD5,2014,4.0,1
FISW_719,Nitrate,2014,0.231333,3
CZPP0121,Dissolved organic carbon (DOC),2014,1.49,2
ATPG61031082,Phosphate,2014,0.013067,3
PL02S0402_2153,Chlorophyll a,2014,9.075,4
FRBSS001TMNT,Nitrate,2014,6.025,8
CZVP1936,Nitrite,2014,0.005,2
IEMRRS06D010600,Nitrite,2014,0.03125,4
FRBSS001KSGE,Ammonium,2014,0.05,4
SKS000250,Nitrate,2014,1.0,2
CZPOD_1144,Ammonium,2014,0.126668,12
FRBSS002GZVE,Total phosphorus,2014,0.0145,2
FRBSS000HSWW,Nitrate,2014,38.5,6
CYR9-2-3-85,Nitrate,2014,0.416017,5
FRGR04016840,Ammonium,2014,0.03233,6
ES091R0453,Ammonium,2014,0.062073,1
CZPP0744,Nitrite,2014,0.005,2
FRGR04127000,BOD5,2014,2.354167,12
FRBSS001EUMK,Total organic carbon (TOC),2014,0.7,10
FRBSS000FQXR,Phosphate,2014,0.008,3
FRBSS002MSFB,Total phosphorus,2014,0.04,3
ES091R0418,Nitrite,2014,0.006089,4
FRDR06149900,Nitrite,2014,0.003045,6
ATPG61108042,Nitrite,2014,0.002,2
ATPG32100342,Ammonium,2014,0.33,1
ATPG30500272,Nitrite,2014,0.002,1
NL36_OWM_017M,Nitrate,2014,0.079064,6
FRDR06138150,Nitrite,2014,0.003045,6
ES091R0733,Nitrite,2014,0.012178,1
NL15_OW062-008,Chlorophyll a,2014,5.0,11
SKS001209,Nitrite,2014,0.01,2
ES030ESPFTA56301003,Phosphate,2014,0.165,4
IEMLNB_06_56_0020_OP,Secchi depth,2014,1.133333,3
BEVL_VMM_768000,Nitrate,2014,4.657976,12
FRHR03144945,BOD5,2014,0.529167,12
LTL465,Secchi depth,2014,1.25,4
FRHR03076000,Ammonium,2014,0.092404,11
RSGW00045,Nitrate,2014,1.24,1
FRBSS001XSHU,Phosphate,2014,0.00525,2
CZPP0056,Ammonium,2014,0.05,2
FRBSS000XMVZ,Nitrite,2014,0.01,4
EL0129R000217051A150,Phosphate,2014,0.582334,2
FRHR03167000,Chlorophyll a,2014,1.625,8
FRGR04040800,Chlorophyll a,2014,1.0,4
FRGR04171670,Nitrite,2014,0.016745,6
FRBSS001ZWBN,Total phosphorus,2014,0.0655,2
BEVL_VMM_446000,Nitrite,2014,0.137008,12
FRHR03024245,Ammonium,2014,0.006066,11
FRFR05120000,Total phosphorus,2014,0.065,12
CZPOH_1037,Total organic carbon (TOC),2014,6.93333,9
ES050ESPF10502,Nitrate,2014,1.699867,1
FRBSS001WCXD,Ammonium,2014,0.01,1
FRBSS000LNFK,Phosphate,2014,0.003,4
BG3AR00053MS0190,Total organic carbon (TOC),2014,3.7,4
IESE_G_0153_1600_0010,Total phosphorus,2014,0.01,3
FRBSS000VTQZ,Phosphate,2014,0.07925,4
SKP229199,Nitrate,2014,1.11,1
IEMLNW_38_83_0040_S,Ammonium,2014,0.019946,1
IEMLSH_27_126_0040_S,Ammonium,2014,0.019946,1
FRBSS002FUNM,Total phosphorus,2014,0.025,2
BG1YN00079MS200,BOD5,2014,1.4,3
SKS003182,Total organic carbon (TOC),2014,1.7,2
LTR664,Ammonium,2014,0.094691,4
ATPG90300012,Nitrate,2014,16.95,2
RO125202254964,Nitrite,2014,0.02,2
FRHR03228690,Nitrite,2014,0.011925,12
RO100100,Total phosphorus,2014,0.011,4
CHRW-2149,Phosphate,2014,0.034083,12
IT13OR4P,Nitrate,2014,1.433333,3
FRFR05233000,Phosphate,2014,0.022542,12
FRBSS000SDGE,Phosphate,2014,0.11725,4
IEMLWE_34_406A_0020_OP,Dissolved organic carbon (DOC),2014,7.5,6
FRBSS001RQXX,Nitrate,2014,0.1,1
ATPG10003042,Nitrate,2014,20.55,2
PL08S0301_3035,BOD5,2014,5.1375,8
ES030ESPFTA48405006,Ammonium,2014,0.035692,12
ATPG41808012,Nitrate,2014,17.0,3
FISW_37,Chlorophyll a,2014,0.5,1
FRFR05014100,Nitrite,2014,0.012686,6
CZPP0580,Ammonium,2014,0.05,2
LTR1376,Nitrate,2014,0.297012,4
PL01S0601_1043,Nitrate,2014,0.903866,8
EL08140804,Nitrite,2014,0.223346,1
ES100ESPF100065000,Phosphate,2014,0.4,4
PL01S0701_1182,Total phosphorus,2014,0.151333,12
ATPG80116252,Ammonium,2014,0.0105,2
FRGR04009350,BOD5,2014,1.033333,6
PL07S0801_0071,Total phosphorus,2014,0.027917,12
IEMRRS26S021600,Nitrate,2014,0.307254,36
BG1IS00431MS280,Nitrite,2014,0.009781,4
SKP000417,Total organic carbon (TOC),2014,0.5,4
ATPG32300092,Nitrite,2014,1.14,1
ATPG54105592,Ammonium,2014,0.01,2
LTGWM367_13235,Nitrate,2014,0.24,1
FRBSS001NUKX,Ammonium,2014,0.05,4
FRBSS002GKPZ,Phosphate,2014,0.005,2
IESW_G_0074_0500_0011,Ammonium,2014,0.031,3
RO085138254053,Ammonium,2014,0.14,2
ES030ESPFTA60502004,Phosphate,2014,0.12,4
IEMLWE_33_1914_0110_S,Total phosphorus,2014,0.019143,7
PLGW6000142_003,Ammonium,2014,1.465,2
