monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
CZPO3501,Ammonium,2021,0.05,2
FRBSS001WDRG,Ammonium,2021,0.0125,2
IT06M0087,Phosphate,2021,0.0163,2
FRBSS001AQRE,Nitrite,2021,0.02875,4
ATKK53100442,Nitrate,2021,1.292,1
CZPLA_23,Dissolved organic carbon (DOC),2021,5.65833,12
PL01S1601_1924,BOD5,2021,1.416667,12
RSRW00001,Ammonium,2021,0.025864,12
IT10SOV1,Nitrate,2021,1.474995,4
DEGM_DENI_500000009,Ammonium,2021,0.0643,2
LTR175,Nitrate,2021,0.92708,12
DK34-1654-1,Nitrate,2021,0.3,1
IT09S0189,Nitrate,2021,15.048385,2
ATPG53100662,Phosphate,2021,0.01,1
NO026-41194,Ammonium,2021,0.0116,2
ITG20_32PT014,Nitrite,2021,0.03,2
FRBSS000WQUR,Nitrite,2021,0.01,4
DK198-688-1,Phosphate,2021,0.003,1
CZPLA_409,Ammonium,2021,0.34917,12
DESM_DEMV_0303490013,Total organic carbon (TOC),2021,13.2,12
FRBSS001NLEZ,Nitrate,2021,74.333333,6
ES040ESBT000400008,Nitrite,2021,0.02,3
ES020ESBT002901049,Phosphate,2021,0.02,2
IT05217,Phosphate,2021,0.019625,8
EL1207R0002000004H050,Total phosphorus,2021,0.026,2
ES100ESPF140003000,Ammonium,2021,0.200445,12
IT13SA3P,Nitrite,2021,0.06325,4
PL02S0102_3336,Secchi depth,2021,2.9375,4
ATPG41229012,Nitrite,2021,0.006,2
FRGR04123800,Total phosphorus,2021,0.135,6
CZPP0049,Nitrate,2021,9.115,2
IT05479,Nitrite,2021,0.101995,4
ES080ESBT08-163-CA001,Nitrite,2021,0.01,2
SKS000321,Nitrite,2021,0.01,2
IT0806003250,Dissolved organic carbon (DOC),2021,4.266667,6
DEGM_DENW_110200342,Ammonium,2021,0.54,1
FRBSS001MGFD,Phosphate,2021,0.11741,2
DK121-952-1,Nitrite,2021,0.003,1
CZPVL_1091,Total phosphorus,2021,0.09833,12
FRBSS001CQJZ,Nitrate,2021,32.777778,9
DEGM_DENI_100000670,Nitrite,2021,0.01,2
ES020ESPF004300037,Total phosphorus,2021,0.05,8
ESIBA194,Total organic carbon (TOC),2021,3.866667,12
IT13R1304MA16,Total phosphorus,2021,0.054667,3
IT0596,Nitrite,2021,0.003045,4
ATFW31100167,Dissolved organic carbon (DOC),2021,7.469833,12
ES050ESPF30203,Phosphate,2021,0.154,4
ES020ESPF004300757,Phosphate,2021,0.97,2
DK164-1483-1,Total phosphorus,2021,0.033,1
FRBSS000XWRQ,Nitrate,2021,27.75,4
IT03POADSALN1LO1,Total phosphorus,2021,0.117667,12
IT03N0080566IR1,Total phosphorus,2021,0.095833,6
BERW_04313,BOD5,2021,0.6,13
IT08BO61-00,Nitrite,2021,0.03,2
CZPMO_JPPJI019,Nitrite,2021,0.045249,12
PLGW600079_002,Ammonium,2021,0.215,2
FRBSS000TEDG,Ammonium,2021,0.004,4
LTR699,Nitrate,2021,8.899968,2
IT08RA67-01,Ammonium,2021,6.63,2
CZVP7026,Nitrite,2021,0.005,2
ATKK72420032,Nitrite,2021,0.00571,1
FRBSS000RJGV,Phosphate,2021,0.006523,1
NO194-40444,Nitrate,2021,0.002001,5
SE660500-152300,Total phosphorus,2021,0.00095,2
NL15_OW043-002,Nitrite,2021,0.010116,12
FRBSS002EQQM,Nitrate,2021,1.6,2
LVL1060100,Total organic carbon (TOC),2021,17.675,12
DEGM_39360065,Phosphate,2021,0.031,1
FRBSS001PWAR,Ammonium,2021,0.005,4
HR31055G,Ammonium,2021,0.01285,4
ATPG61520052,Ammonium,2021,0.0209,4
ES020ESPF004300707,Phosphate,2021,0.2,2
SKS006033,Nitrate,2021,23.725,4
BERWM023_5917005,Total organic carbon (TOC),2021,0.65,2
LTR1601,Nitrate,2021,12.069957,4
PL01S1101_1526,Phosphate,2021,0.096917,12
ATSE20201000,Ammonium,2021,0.013242,80
ESOKOKA-R02,BOD5,2021,2.0,1
CHRW-3006,Nitrite,2021,0.021262,12
ESCHC2395,Nitrite,2021,0.015223,9
LV902A8_24551,Nitrite,2021,0.0016,2
PL01S0701_0452,Ammonium,2021,0.049659,6
IT05112,Nitrate,2021,2.981827,4
PLGW2000135_004,Nitrate,2021,0.68,2
DEGM_DEBY_4120694100016,Nitrate,2021,4.9,1
CZPMO_JPPBA020,Nitrite,2021,0.037166,12
ATPG41747022,Phosphate,2021,0.017,2
PT07H04,Total phosphorus,2021,0.03475,4
ES080ESPFES080-JU025,Total phosphorus,2021,0.05,3
IESE_G_0146_3800_0004,Nitrate,2021,18.015333,3
IT05GW2302402,Total phosphorus,2021,0.03,1
IT053101,Phosphate,2021,0.03,4
IT2114010,Nitrate,2021,10.5,2
IT08FE48-00,Ammonium,2021,13.8,2
CZVB9803,Ammonium,2021,0.05,2
ESCHC06_3112,Phosphate,2021,0.1693,5
DEGM_DENI_600040091,Nitrate,2021,0.44,1
ATPG41606012,Nitrite,2021,0.061333,3
FRFR05218700,Total phosphorus,2021,0.01,12
IT03POOG3ASCA1LO1,Nitrate,2021,5.026993,4
ES080ESBT08-129-CA811,Nitrite,2021,0.022,1
FRBSS002MQKV,Nitrate,2021,32.933333,3
IT05363,Secchi depth,2021,3.14,5
SE615375-137087,Nitrate,2021,0.55225,4
SE662709-160136,Ammonium,2021,0.009958,6
DEGM_DEBW_37-406-2,Nitrate,2021,17.0,1
IT07GES024,Ammonium,2021,0.05,3
SKP002357,Nitrite,2021,0.01,4
ES100ESPF110021000,Total organic carbon (TOC),2021,10.0,8
IT13R1301VB2TER,Nitrate,2021,8.012079,15
PL02S0402_0136,Nitrite,2021,0.006853,4
ES010ESPFMS111FQ,Nitrate,2021,3.862822,3
FRBSS001PJNW,Ammonium,2021,0.01,4
FRBSS000JBHY,Nitrite,2021,0.01,4
ES040ESPF000400426,Phosphate,2021,0.27725,4
PL01S0801_3753,Nitrate,2021,1.897752,6
ES010ESPFMS728FQ,Nitrate,2021,0.074546,2
IEMRRS36A021400,Ammonium,2021,0.060059,17
LVE0980100,Chlorophyll a,2021,5.6,2
ATFW40634016,Phosphate,2021,0.012417,12
IT01030001,Nitrite,2021,0.000913,5
IEMRRS01M010100,Phosphate,2021,0.01,12
IT05193,Total phosphorus,2021,0.04625,4
ES020ESBT002900715,Ammonium,2021,0.189,2
ITG20_17PZ024,Ammonium,2021,0.05,2
ES060ESPFMA00MD0162,BOD5,2021,16.933333,3
ATPG70324052,Phosphate,2021,0.015,1
IT11I0286TR,Total phosphorus,2021,0.08921,11
ITG20_11PT014,Nitrate,2021,101.3,2
IT03N0080011622LO1,Nitrate,2021,1.575625,4
ES080ESPFES080-JU285,Nitrate,2021,0.903584,4
IT05216,Nitrate,2021,1.197249,4
ATPG70335182,Ammonium,2021,0.00925,1
ATPG32000242,Nitrite,2021,0.0057,1
DEGM_36385555,Dissolved organic carbon (DOC),2021,1.1,1
IT03N0080017LO1,Nitrite,2021,0.020008,6
ES050ESPF20611,Phosphate,2021,0.16,1
PL01S0802_2288,Nitrate,2021,0.05002,4
DEGM_SH_5211,Dissolved organic carbon (DOC),2021,1.9,1
IT0811001500,Phosphate,2021,0.0125,4
CZPOD_1155,Nitrite,2021,0.031168,12
ES040ESBT000400103,Total phosphorus,2021,0.005,3
CZPLA_148,Total organic carbon (TOC),2021,5.58,5
ES040ESPF000400425,Total phosphorus,2021,0.856667,3
IT07ENLA04,Nitrite,2021,0.008982,4
DEGM_48350602,Dissolved organic carbon (DOC),2021,2.2,1
IT13SA19P,Dissolved organic carbon (DOC),2021,5.0,3
ES014ESBT14-GW-0460,Nitrite,2021,0.05,5
EL09040906,Nitrate,2021,285.5286,3
IT07GER001,Ammonium,2021,0.05,2
EL01010110,Nitrate,2021,48.91614,2
ATPG60412072,Nitrate,2021,2.009,2
CZPMO_JPPJV023,Nitrite,2021,0.047508,12
PL01S0202_0077,Nitrate,2021,0.020008,4
FRBSS002CQYD,Nitrate,2021,0.865,2
EESJB0880000,Ammonium,2021,0.010009,1
ITG20_P34,Nitrate,2021,22.325,4
ATPG31500532,Nitrite,2021,0.005,1
ATPG20201132,Ammonium,2021,0.00515,1
DK96-2127-1,Nitrite,2021,0.003,1
CZPLA_201,Ammonium,2021,5.644285,7
LVV0270200,Total phosphorus,2021,0.040167,12
DK131-831-1,Nitrite,2021,0.003,1
ES040ESPF000400418,Total organic carbon (TOC),2021,13.911111,9
IT05310,Chlorophyll a,2021,4.215,6
CZVO0054,Nitrite,2021,0.005,2
ITG20_35SO006,Ammonium,2021,0.05,2
IT03POTI3SCCA1LO1,Phosphate,2021,0.0125,4
PL01S0901_1442,Phosphate,2021,0.060167,12
FRI07017005,Total phosphorus,2021,0.059286,7
IEMLWE_32_490_0010_OP,Phosphate,2021,0.01,6
BEVL_VMM_216000,Nitrate,2021,6.449143,12
IT06M0143,Nitrate,2021,10.3,1
NL07_RTB01,Nitrite,2021,0.01776,12
DK34-1718-2,Ammonium,2021,0.012,1
DEGM_DENI_9700294,Nitrite,2021,0.03,1
IESH_G_0225_2600_0007,Total phosphorus,2021,0.033,3
CZPOD_5561,Ammonium,2021,0.04917,12
ES091ESBT321820125,Nitrite,2021,0.04,1
IT0100213100003,Nitrate,2021,1.0,2
CZVP7225,Ammonium,2021,0.1855,2
LTL428,Phosphate,2021,0.045993,4
DEGM_DENW_100120015,Nitrate,2021,17.93,1
ATPG20405092,Phosphate,2021,0.0092,1
IEMRRS18F050030,Nitrite,2021,0.004,12
IT07SVME02,Nitrite,2021,0.01,2
FRBSS002ATCT,Total phosphorus,2021,0.0125,2
PL02S0102_0105,Secchi depth,2021,3.225,4
DEGM_DEMV_26441209,Nitrate,2021,8.45557,2
ES070ESBTRP-3,Ammonium,2021,14.45,4
PL01S1101_1521,BOD5,2021,3.4875,8
DESM_BWU44,Nitrate,2021,4.143985,25
IT13GS-S6S,Dissolved organic carbon (DOC),2021,5.0,4
IEMRRS18A030200,Phosphate,2021,0.01975,12
DK114-1618-4,Nitrite,2021,0.003,1
IT05131,Dissolved organic carbon (DOC),2021,4.5,4
PL01S0801_3733,Nitrite,2021,0.022934,12
PL07S0801_0056,Nitrate,2021,0.185073,6
BERW_04800,BOD5,2021,0.7,13
SII12040,Total phosphorus,2021,0.01,2
DESM_DEST_2110020_A,Ammonium,2021,0.031667,12
LTL250,BOD5,2021,2.90948,4
ATKK60201072,Nitrite,2021,0.005,1
FRBSS001SVSS,Ammonium,2021,0.009,2
EL0415R000200009H150,Phosphate,2021,0.013798,2
DEGM_35396735,Nitrate,2021,0.44,1
FRBSS002NTCT,Ammonium,2021,0.305,2
IT01216505,Total phosphorus,2021,0.02375,4
IT03PO0190660U0002,Nitrite,2021,0.065,2
IT08RA67-01,Nitrite,2021,0.03,2
HR10017,Total organic carbon (TOC),2021,2.075,12
ATTG60626112,Nitrate,2021,1.273,1
FRBSS000SDUW,Phosphate,2021,0.006523,4
ATPG60717022,Phosphate,2021,0.0242,2
FISW_757,Phosphate,2021,0.002,4
ES020ESPF004300722,BOD5,2021,6.4,1
DK207-565-1,Dissolved organic carbon (DOC),2021,1.5,1
DESM_DEBY_2125,Nitrate,2021,0.105042,10
SKS002794,Nitrite,2021,0.01,2
IT08MO68-01,Ammonium,2021,0.02,2
DK121-953-1,Nitrate,2021,2.3,1
PL01S1101_1537,Nitrate,2021,1.966613,12
ATKK71250012,Nitrate,2021,1.63279,1
ES020ESBT002900575,Phosphate,2021,0.02,2
BG2G000000QMP008,Ammonium,2021,0.435,3
FRBSS001XBGZ,Total phosphorus,2021,0.01,2
ES100ESPF060001000,Total organic carbon (TOC),2021,10.0,12
DK159-984-2,Nitrate,2021,0.3,1
LVE1870100,Total phosphorus,2021,0.018875,4
PL01S0901_0184,Nitrate,2021,40.705303,12
EL03050304,Nitrate,2021,76.58364,3
LVE2010100,BOD5,2021,2.3,4
ES080ESPFES080-JU182,BOD5,2021,2.0,4
LTR192,Nitrate,2021,6.304144,12
FRBSS000HHLT,Total phosphorus,2021,0.03,1
DEGM_DEBY_1131593100020,Nitrite,2021,0.02,2
IT0100406700002,Ammonium,2021,0.04,2
CZPVL_1076,BOD5,2021,2.66667,12
PL01S0701_0501,Total phosphorus,2021,0.221333,6
IT07SPC001,Nitrite,2021,0.01,2
PT365T470,Ammonium,2021,0.13,2
BEVL_VMM_253000,Phosphate,2021,0.041917,12
FRBSS001VEAV,Nitrate,2021,2.3,3
LTL68,BOD5,2021,1.293102,4
CZPVL_9210,BOD5,2021,1.8,9
PL07S0802_0045,Total phosphorus,2021,0.02,4
PL01S0801_0278,Phosphate,2021,0.0305,6
ES010ESPFMS677FQ,BOD5,2021,2.0,4
IT07SVC032,Ammonium,2021,0.05,2
FRBSS000MMXR,Nitrate,2021,0.5,4
ES020ESBT002900564,Total organic carbon (TOC),2021,0.43,2
IT05187,Total phosphorus,2021,0.0875,4
FRBSS002PPKM,Ammonium,2021,0.02,2
FRBSS000HTLD,Nitrite,2021,0.01,4
NO247-41226,Nitrate,2021,0.002001,1
ATPG31200162,Phosphate,2021,0.225,1
CZVP0901,Ammonium,2021,0.2155,2
DK18-381-1,Dissolved organic carbon (DOC),2021,1.1,1
IEWE_G_0057_2200_0025,Nitrate,2021,0.9,3
FRBSS001FDMJ,Total phosphorus,2021,0.038662,3
ITG20_37PT007,Ammonium,2021,0.05,2
ATPG30600022,Nitrite,2021,0.0108,1
ESORI258,Nitrite,2021,0.008959,12
ES070ESPFCHIC2,Total organic carbon (TOC),2021,2.076471,17
DEGM_DEBW_142-304-7,Dissolved organic carbon (DOC),2021,2.0,1
LTL231,Nitrite,2021,0.0095,4
RSRW00003,Total organic carbon (TOC),2021,4.257143,7
PL01S1102_0647,Phosphate,2021,0.0415,4
RO80163020,Chlorophyll a,2021,7.563333,3
IT051162,Ammonium,2021,0.470398,4
ATPG31100332,Ammonium,2021,0.0151,1
DESM_BB_NE_0040,Total organic carbon (TOC),2021,5.95,12
EL0333R000209029N050,Ammonium,2021,0.218,3
DEGM_DENW_059620109,Nitrate,2021,17.13,1
ES091ESBT261830189,Nitrite,2021,0.023,2
IT03POMI4ILN1LO1,Phosphate,2021,0.078417,12
DK164-1098-3,Dissolved organic carbon (DOC),2021,4.0,1
ES091ESBT261870019,Nitrite,2021,0.02,2
ES040ESPF000400283,Nitrite,2021,0.107171,2
NO009-89875,Ammonium,2021,0.051779,6
IT13SU38P,Nitrite,2021,0.001,3
IT03N0080566IR1,Nitrite,2021,0.03468,6
ES040ESPF000400237,Total organic carbon (TOC),2021,14.325,4
IT12F3_20,Total phosphorus,2021,0.0325,4
IEMRRS12C030200,BOD5,2021,1.166667,12
ES080ESPFES080-JU038,Total organic carbon (TOC),2021,4.024286,7
ATKK60726062,Phosphate,2021,0.1519,1
IT13R1304VM1A,Nitrate,2021,0.260533,3
LV007PIUA8_3,Nitrate,2021,0.053,1
RSGW00013,Total organic carbon (TOC),2021,3.6,1
IT05496,Ammonium,2021,0.077591,4
BEVL_VMM_221000,Ammonium,2021,0.60974,12
DESM_DEMV_250015,Nitrate,2021,0.017507,4
SKP000417,Nitrate,2021,8.2625,4
ES050ESPF10105,BOD5,2021,10.0,4
IT05195,Nitrate,2021,5.054423,4
CZPP0121,Dissolved organic carbon (DOC),2021,1.205,2
ATPG61031082,Phosphate,2021,0.034575,4
IT0100205910001,Nitrite,2021,0.01,2
ESCHC05_3026,Total phosphorus,2021,0.05,5
LTL328,Secchi depth,2021,5.375,4
ITG20_10PZ002,Phosphate,2021,0.3,2
LTL293,Cyanobacteria biomass,2021,1.249884,4
ES080ESPFES080-JU133,Phosphate,2021,0.401667,3
DK114-1437-1,Nitrite,2021,0.11,1
CZPP0060,Dissolved organic carbon (DOC),2021,1.0,2
CZVP1936,Nitrite,2021,0.005,2
ES060ESPFMA00MD0158,Total phosphorus,2021,0.2,4
FRBSS001TMNT,Nitrate,2021,4.983333,6
IEMRRS06D010600,Nitrite,2021,0.034865,12
ATSE60301000,Phosphate,2021,0.003,28
FRBSS001KSGE,Ammonium,2021,0.043333,3
SKS000250,Nitrate,2021,1.0,2
IT01001197,Nitrate,2021,0.553445,12
LVD4060100,Ammonium,2021,0.026194,12
DEGM_DEBW_15-614-6,Phosphate,2021,0.074,1
DK55-1126-1,Phosphate,2021,0.043,1
PL02S0101_0349,Ammonium,2021,0.244247,6
CZPOD_1144,Ammonium,2021,0.226668,12
PL08S0301_3042,Total phosphorus,2021,0.097333,6
FRBSS002GZVE,Total phosphorus,2021,0.026359,3
EL10081001,Nitrate,2021,10.048836,1
DEGM_DENW_080301277,Ammonium,2021,0.49,2
CZPMO_VPPVL004,Phosphate,2021,0.06338,12
CZPP0744,Nitrite,2021,0.005,2
DEGM_DEBY_1131763100393,Dissolved organic carbon (DOC),2021,1.9,1
IT017-AG-P09-F,Total phosphorus,2021,0.044,2
PL01S0701_0479,Total phosphorus,2021,0.306,6
FRBSS000FQXR,Phosphate,2021,0.008072,4
FRBSS002MSFB,Total phosphorus,2021,0.022,2
DEGM_DERP_2714215300,Nitrite,2021,0.01,1
IT07GEG001,Phosphate,2021,0.016,2
PL01S1601_0433,Total phosphorus,2021,0.331333,6
ATPG61108042,Nitrite,2021,0.005,1
ATPG32100342,Ammonium,2021,0.0235,1
ITG20_17PZ037,Nitrate,2021,34.0,2
ATPG30500272,Nitrite,2021,0.0053,1
ES050ESPF41413,Total phosphorus,2021,0.193667,3
CZPVL_3959,BOD5,2021,2.13333,12
IT07SPM024,Phosphate,2021,0.016,3
IT01044015,Nitrite,2021,0.011823,12
EESJA4166000,Ammonium,2021,0.034532,4
PL01S0302_4078,Total phosphorus,2021,0.069,4
IT03N0080010273LO1,Nitrite,2021,0.020008,4
DK88-1346-4,Phosphate,2021,0.22,1
ES050ESPF51100,BOD5,2021,10.0,4
PL01S0701_0487,Nitrite,2021,0.008853,6
PL01S1001_0157,BOD5,2021,1.15,6
SKS001209,Nitrite,2021,0.01,2
IT03PO019051NRA001,Ammonium,2021,0.079572,2
ITG20_37PM003,Nitrate,2021,22.5,2
CZPOH_1190,Nitrate,2021,0.58714,7
BEVL_VMM_768000,Nitrate,2021,5.332463,12
PL01S0201_0331,Nitrate,2021,0.043351,6
RSGW00045,Nitrate,2021,0.9,1
IT09S1233,BOD5,2021,0.825,4
FRBSS001XSHU,Phosphate,2021,0.003261,2
IT03N00804100201082LO1,Phosphate,2021,0.06075,4
CZPP0056,Ammonium,2021,0.05,2
IT13SU39P,Ammonium,2021,0.02,1
DK123-1286-1,Ammonium,2021,0.012,1
IT13SA25P,Dissolved organic carbon (DOC),2021,5.0,4
FRBSS000XMVZ,Nitrite,2021,0.01,4
EL0129R000217051A150,Phosphate,2021,0.047015,3
IT10TOP5,Nitrate,2021,0.674998,4
LTR1063,BOD5,2021,3.900858,4
DK190-282-1,Dissolved organic carbon (DOC),2021,1.1,1
FRBSS001ZWBN,Total phosphorus,2021,0.0615,2
BEVL_VMM_446000,Nitrite,2021,0.117633,11
DK56-1086-3,Nitrate,2021,0.3,1
CZPLA_150,Nitrate,2021,1.319996,5
FRFR05120000,Total phosphorus,2021,0.06425,12
DEGM_DETH_5437000083,Nitrate,2021,1.0,1
DK201-3797-2,Nitrate,2021,0.3,1
CZPOH_1037,Total organic carbon (TOC),2021,4.775,4
ES050ESPF10502,Nitrate,2021,1.12948,6
ES050ESPF40202,Nitrate,2021,1.761989,4
FRBSS001WCXD,Ammonium,2021,0.01375,4
FRBSS000LNFK,Phosphate,2021,0.006523,3
ES050ESPF20602,BOD5,2021,10.0,4
EL07190703,Nitrate,2021,125.13088,3
ES100ESPFH105002000,Total phosphorus,2021,0.34,2
IESE_G_0153_1600_0010,Total phosphorus,2021,0.01,3
FRBSS000VTQZ,Phosphate,2021,0.065554,2
SKP229199,Nitrate,2021,1.25,1
ITR110121GR,Dissolved organic carbon (DOC),2021,9.213333,3
CZPVL_3921,Ammonium,2021,0.023332,12
EL1106R0002120054H150,Ammonium,2021,0.025,1
PL01S0302_0199,Total phosphorus,2021,0.0325,4
ES040ESPF000400250,Nitrite,2021,0.030751,3
FRBSS002FUNM,Total phosphorus,2021,0.0225,4
DEGM_DENI_100000938,Phosphate,2021,0.07,1
PL01S1601_0404,Total organic carbon (TOC),2021,10.428333,6
PLGW200067_012,Ammonium,2021,0.415,2
NO021-41609,Total organic carbon (TOC),2021,3.4,1
PT26H01,Phosphate,2021,0.0595,4
SKS003182,Total organic carbon (TOC),2021,1.55,2
LTR664,Ammonium,2021,0.03175,4
ATPG90300012,Nitrate,2021,11.5,2
CZPMO_3952,Total phosphorus,2021,0.039,12
RO100100,Total phosphorus,2021,0.1765,4
CHRW-2149,Phosphate,2021,0.024,12
ES020ESBT002900737,Ammonium,2021,0.2625,2
IT13GS-S29S,Ammonium,2021,0.02,5
FRBSS000SDGE,Phosphate,2021,0.131026,4
IEMLWE_34_406A_0020_OP,Dissolved organic carbon (DOC),2021,8.625,4
FRBSS001RQXX,Nitrate,2021,0.5,2
ATPG10003042,Nitrate,2021,29.0,2
ATPG41808012,Nitrate,2021,17.0,3
CZPVL_2130,Nitrite,2021,0.032252,12
LTR385,Phosphate,2021,0.132869,12
CZPP0580,Ammonium,2021,0.0685,2
IT05GW1002,Phosphate,2021,0.0085,2
PL01S0601_1043,Nitrate,2021,0.991643,8
ES030ESBTCA03000051,Phosphate,2021,0.007,1
IT06M0125,Ammonium,2021,0.05,1
PL01S0201_0331,Nitrite,2021,0.003718,6
ES100ESPF100065000,Phosphate,2021,0.15,8
ES040ESBT000400058,Nitrite,2021,0.02,3
DEGM_BB_38413470,Nitrate,2021,8.75,2
ES070ESPFMUN2,Total phosphorus,2021,0.05,7
IEMRRS35U010200,Dissolved organic carbon (DOC),2021,7.5,12
HR40420,Nitrate,2021,0.228093,12
PL01S1601_0418,Phosphate,2021,0.0265,6
IT0109601500001,Nitrite,2021,0.01,2
ATPG80116252,Ammonium,2021,0.015,1
ITG20_23SO002,Nitrate,2021,37.65,2
IT08BOF6-00,Phosphate,2021,0.0275,2
PL07S0801_0071,Total phosphorus,2021,0.049333,12
NO018-44496,Total organic carbon (TOC),2021,5.33125,16
ES040ESPF000400488,Total organic carbon (TOC),2021,14.2,1
CZPOD_5111,Chlorophyll a,2021,24.66667,6
SKP000417,Total organic carbon (TOC),2021,0.475,4
ATPG32300092,Nitrite,2021,0.0255,1
ATPG54105592,Ammonium,2021,0.0204,1
FRBSS001NUKX,Ammonium,2021,0.01,3
DEGM_DEBY_4110563700032,Nitrate,2021,48.0,2
IT03PO020066NU0004,Nitrate,2021,1.0,2
ES100ESPF100081000,Total organic carbon (TOC),2021,10.0,4
DESM_SH_129128,Dissolved organic carbon (DOC),2021,4.985714,7
FRBSS002GKPZ,Phosphate,2021,0.008153,2
DEGM_DENI_9610159,Nitrite,2021,0.0328,2
DEGM_DEBW_353-163-5,Dissolved organic carbon (DOC),2021,0.4,1
DK78-948-3,Phosphate,2021,0.076,1
LTR802,BOD5,2021,2.415946,4
IT13R1303TD6,Total phosphorus,2021,0.05,1
IESW_G_0074_0500_0011,Ammonium,2021,0.026,2
ES040ESPF000400224,Nitrate,2021,0.903584,2
DEGM_SH_3798,Nitrate,2021,26.693604,1
PL02S1401_1277,Ammonium,2021,0.034742,12
IT03N0080440021LO1,Nitrite,2021,0.220083,5
IT08PC04-01,Phosphate,2021,0.01,2
PL02S0502_0146,Nitrite,2021,0.001701,4
LTR1450,Ammonium,2021,0.0575,4
IT08PC64-00,Phosphate,2021,0.01,2
DK190-269-1,Dissolved organic carbon (DOC),2021,1.1,1
PLGW200047_003,Nitrite,2021,0.35,2
PL01S1101_0428,Nitrate,2021,1.970781,6
DEGM_DEBW_600-220-3,Nitrite,2021,0.01,4
SIV2199,BOD5,2021,0.853846,26
ES060ESPFMA00MD0124,Total phosphorus,2021,0.1,3
DEGM_DEBY_4110633400002,Dissolved organic carbon (DOC),2021,0.5,2
SE708619-162132,Secchi depth,2021,2.266667,6
CZPLA_179,Dissolved organic carbon (DOC),2021,4.52,5
